event_id,user_id,event_type,description,category,direction,amount_original,amount_source,amount_currency,event_date,settlement_date,cash_effective_date,cash_effective_date_source,status,linked_event_id,flexibility,minimum_allowed_amount,related_image_id,related_message_ids,home_currency,amount_home_currency
event_11712,user_127,expense,Weekly produce market,groceries,debit,1448.74,csv,ZAR,2024-03-28,2024-03-28,2024-03-28,settlement,settled,,fixed,,,[],ZAR,1448.74
event_11713,user_127,expense,Fresh food shop,groceries,debit,2155.74,csv,ZAR,2024-04-04,2024-04-04,2024-04-04,settlement,settled,,fixed,,,[],ZAR,2155.74
event_11714,user_127,expense,Household groceries,groceries,debit,2188.13,csv,ZAR,2024-04-11,2024-04-11,2024-04-11,settlement,settled,,fixed,,,[],ZAR,2188.13
event_11715,user_127,expense,Weekly produce market,groceries,debit,1513.09,csv,ZAR,2024-04-18,2024-04-18,2024-04-18,settlement,settled,,fixed,,,[],ZAR,1513.09
event_11716,user_127,expense,Supermarket basket,groceries,debit,1815.86,csv,ZAR,2024-04-25,2024-04-25,2024-04-25,settlement,settled,,fixed,,,[],ZAR,1815.86
event_11717,user_127,expense,Fresh food shop,groceries,debit,2246.49,csv,ZAR,2024-05-02,2024-05-02,2024-05-02,settlement,settled,,fixed,,,[],ZAR,2246.49
event_11718,user_127,expense,Supermarket basket,groceries,debit,2269.93,csv,ZAR,2024-05-09,2024-05-09,2024-05-09,settlement,settled,,fixed,,,[],ZAR,2269.93
event_11719,user_127,expense,Bulk pantry shop,groceries,debit,1910.56,csv,ZAR,2024-05-16,2024-05-16,2024-05-16,settlement,settled,,fixed,,,[],ZAR,1910.56
event_11720,user_127,expense,Supermarket basket,groceries,debit,2422.71,csv,ZAR,2024-05-23,2024-05-23,2024-05-23,settlement,settled,,fixed,,,[],ZAR,2422.71
event_11721,user_127,expense,Local market purchase,groceries,debit,1779.81,csv,ZAR,2024-05-30,2024-05-30,2024-05-30,settlement,settled,,fixed,,,[],ZAR,1779.81
event_11722,user_127,expense,Grocery delivery,groceries,debit,2111.71,csv,ZAR,2024-06-06,2024-06-06,2024-06-06,settlement,settled,,fixed,,,[],ZAR,2111.71
event_11723,user_127,expense,Grocery delivery,groceries,debit,1405.86,csv,ZAR,2024-06-13,2024-06-13,2024-06-13,settlement,settled,,fixed,,,[],ZAR,1405.86
event_11724,user_127,expense,Supermarket basket,groceries,debit,1397.93,csv,ZAR,2024-06-20,2024-06-20,2024-06-20,settlement,settled,,fixed,,,[],ZAR,1397.93
event_11725,user_127,expense,Neighbourhood grocer,groceries,debit,2015.66,csv,ZAR,2024-06-27,2024-06-27,2024-06-27,settlement,settled,,fixed,,,[],ZAR,2015.66
event_11726,user_127,expense,Grocery delivery,groceries,debit,1588.27,csv,ZAR,2024-07-04,2024-07-04,2024-07-04,settlement,settled,,fixed,,,[],ZAR,1588.27
event_11727,user_127,expense,Supermarket basket,groceries,debit,1469.97,csv,ZAR,2024-07-11,2024-07-11,2024-07-11,settlement,settled,,fixed,,,[],ZAR,1469.97
event_11728,user_127,expense,Grocery delivery,groceries,debit,2051.09,csv,ZAR,2024-07-18,2024-07-18,2024-07-18,settlement,settled,,fixed,,,[],ZAR,2051.09
event_11729,user_127,expense,Household groceries,groceries,debit,2087.76,csv,ZAR,2024-07-25,2024-07-25,2024-07-25,settlement,settled,,fixed,,,[],ZAR,2087.76
event_11730,user_127,expense,Neighbourhood grocer,groceries,debit,2022.44,csv,ZAR,2024-08-01,2024-08-01,2024-08-01,settlement,settled,,fixed,,,[],ZAR,2022.44
event_11731,user_127,expense,Weekly produce market,groceries,debit,1814.63,csv,ZAR,2024-08-08,2024-08-08,2024-08-08,settlement,settled,,fixed,,,[],ZAR,1814.63
event_11732,user_127,expense,Household groceries,groceries,debit,1964.19,csv,ZAR,2024-08-15,2024-08-15,2024-08-15,settlement,settled,,fixed,,,[],ZAR,1964.19
event_11733,user_127,expense,Household groceries,groceries,debit,2282.19,csv,ZAR,2024-08-22,2024-08-22,2024-08-22,settlement,settled,,fixed,,,[],ZAR,2282.19
event_11734,user_127,expense,Weekly produce market,groceries,debit,1430.53,csv,ZAR,2024-08-29,2024-08-29,2024-08-29,settlement,settled,,fixed,,,[],ZAR,1430.53
event_11735,user_127,expense,Ride-hailing trip,transport,debit,1154.06,csv,ZAR,2024-03-15,2024-03-15,2024-03-15,settlement,settled,,fixed,,,[],ZAR,1154.06
event_11736,user_127,expense,Fuel refill,transport,debit,1739.41,csv,ZAR,2024-03-22,2024-03-22,2024-03-22,settlement,settled,,fixed,,,[],ZAR,1739.41
event_11737,user_127,expense,Local taxi,transport,debit,1119.49,csv,ZAR,2024-03-29,2024-03-29,2024-03-29,settlement,settled,,fixed,,,[],ZAR,1119.49
event_11738,user_127,expense,Metro and bus fares,transport,debit,1130.46,csv,ZAR,2024-04-05,2024-04-05,2024-04-05,settlement,settled,,fixed,,,[],ZAR,1130.46
event_11739,user_127,expense,Rail pass,transport,debit,1580.24,csv,ZAR,2024-04-12,2024-04-12,2024-04-12,settlement,settled,,fixed,,,[],ZAR,1580.24
event_11740,user_127,expense,Local taxi,transport,debit,1212.71,csv,ZAR,2024-04-19,2024-04-19,2024-04-19,settlement,settled,,fixed,,,[],ZAR,1212.71
event_11741,user_127,expense,Ride-hailing trip,transport,debit,1372.53,csv,ZAR,2024-04-26,2024-04-26,2024-04-26,settlement,settled,,fixed,,,[],ZAR,1372.53
event_11742,user_127,expense,Rail pass,transport,debit,1552.07,csv,ZAR,2024-05-03,2024-05-03,2024-05-03,settlement,settled,,fixed,,,[],ZAR,1552.07
event_11743,user_127,expense,Ride-hailing trip,transport,debit,1585.48,csv,ZAR,2024-05-10,2024-05-10,2024-05-10,settlement,settled,,fixed,,,[],ZAR,1585.48
event_11744,user_127,expense,Metro and bus fares,transport,debit,1202.4,csv,ZAR,2024-05-17,2024-05-17,2024-05-17,settlement,settled,,fixed,,,[],ZAR,1202.4
event_11745,user_127,expense,Parking and tolls,transport,debit,1356.49,csv,ZAR,2024-05-24,2024-05-24,2024-05-24,settlement,settled,,fixed,,,[],ZAR,1356.49
event_11746,user_127,expense,Metro and bus fares,transport,debit,1253.41,csv,ZAR,2024-05-31,2024-05-31,2024-05-31,settlement,settled,,fixed,,,[],ZAR,1253.41
event_11747,user_127,expense,Vehicle charging,transport,debit,1057.77,csv,ZAR,2024-06-07,2024-06-07,2024-06-07,settlement,settled,,fixed,,,[],ZAR,1057.77
event_11748,user_127,expense,Metro and bus fares,transport,debit,1688.8,csv,ZAR,2024-06-14,2024-06-14,2024-06-14,settlement,settled,,fixed,,,[],ZAR,1688.8
event_11749,user_127,expense,Rail pass,transport,debit,1578.16,csv,ZAR,2024-06-21,2024-06-21,2024-06-21,settlement,settled,,fixed,,,[],ZAR,1578.16
event_11750,user_127,expense,Commuter pass,transport,debit,1242.75,csv,ZAR,2024-06-28,2024-06-28,2024-06-28,settlement,settled,,fixed,,,[],ZAR,1242.75
event_11751,user_127,expense,Commuter pass,transport,debit,1077.39,csv,ZAR,2024-07-05,2024-07-05,2024-07-05,settlement,settled,,fixed,,,[],ZAR,1077.39
event_11752,user_127,expense,Metro and bus fares,transport,debit,1339.27,csv,ZAR,2024-07-12,2024-07-12,2024-07-12,settlement,settled,,fixed,,,[],ZAR,1339.27
event_11753,user_127,expense,Commuter pass,transport,debit,1702.45,csv,ZAR,2024-07-19,2024-07-19,2024-07-19,settlement,settled,,fixed,,,[],ZAR,1702.45
event_11754,user_127,expense,Parking and tolls,transport,debit,1356.32,csv,ZAR,2024-07-26,2024-07-26,2024-07-26,settlement,settled,,fixed,,,[],ZAR,1356.32
event_11755,user_127,expense,Fuel refill,transport,debit,1517.97,csv,ZAR,2024-08-02,2024-08-02,2024-08-02,settlement,settled,,fixed,,,[],ZAR,1517.97
event_11756,user_127,expense,Parking and tolls,transport,debit,1506.57,csv,ZAR,2024-08-09,2024-08-09,2024-08-09,settlement,settled,,fixed,,,[],ZAR,1506.57
event_11757,user_127,expense,Local taxi,transport,debit,1687.17,csv,ZAR,2024-08-16,2024-08-16,2024-08-16,settlement,settled,,fixed,,,[],ZAR,1687.17
event_11758,user_127,expense,Parking and tolls,transport,debit,1746.47,csv,ZAR,2024-08-23,2024-08-23,2024-08-23,settlement,settled,,fixed,,,[],ZAR,1746.47
event_11759,user_127,expense,Rail pass,transport,debit,1425.71,csv,ZAR,2024-08-30,2024-08-30,2024-08-30,settlement,settled,,fixed,,,[],ZAR,1425.71
event_11760,user_127,expense,Bakery and snacks,dining,debit,1885.16,csv,ZAR,2024-03-11,2024-03-11,2024-03-11,settlement,settled,,reducible,773.3,,[],ZAR,1885.16
event_11761,user_127,expense,Lunch with colleagues,dining,debit,1129.27,csv,ZAR,2024-03-25,2024-03-25,2024-03-25,settlement,settled,,reducible,773.3,,[],ZAR,1129.27
event_11762,user_127,expense,Coffee shop,dining,debit,1442.73,csv,ZAR,2024-04-08,2024-04-08,2024-04-08,settlement,settled,,reducible,773.3,,[],ZAR,1442.73
event_11763,user_127,expense,Neighbourhood restaurant,dining,debit,1551.55,csv,ZAR,2024-04-22,2024-04-22,2024-04-22,settlement,settled,,reducible,773.3,,[],ZAR,1551.55
event_11764,user_127,expense,Quick-service meal,dining,debit,1475.76,csv,ZAR,2024-05-06,2024-05-06,2024-05-06,settlement,settled,,reducible,773.3,,[],ZAR,1475.76
event_11765,user_127,expense,Bakery and snacks,dining,debit,1659.89,csv,ZAR,2024-05-20,2024-05-20,2024-05-20,settlement,settled,,reducible,773.3,,[],ZAR,1659.89
event_11766,user_127,expense,Bakery and snacks,dining,debit,1731.1,csv,ZAR,2024-06-03,2024-06-03,2024-06-03,settlement,settled,,reducible,773.3,,[],ZAR,1731.1
event_11767,user_127,expense,Neighbourhood restaurant,dining,debit,1905.64,csv,ZAR,2024-06-17,2024-06-17,2024-06-17,settlement,settled,,reducible,773.3,,[],ZAR,1905.64
event_11768,user_127,expense,Takeaway order,dining,debit,1702.2,csv,ZAR,2024-07-01,2024-07-01,2024-07-01,settlement,settled,,reducible,773.3,,[],ZAR,1702.2
event_11769,user_127,expense,Weekend food delivery,dining,debit,1238.01,csv,ZAR,2024-07-15,2024-07-15,2024-07-15,settlement,settled,,reducible,773.3,,[],ZAR,1238.01
event_11770,user_127,expense,Coffee shop,dining,debit,1493.09,csv,ZAR,2024-07-29,2024-07-29,2024-07-29,settlement,settled,,reducible,773.3,,[],ZAR,1493.09
event_11771,user_127,expense,Neighbourhood restaurant,dining,debit,1898.19,csv,ZAR,2024-08-12,2024-08-12,2024-08-12,settlement,settled,,reducible,773.3,,[],ZAR,1898.19
event_11772,user_127,expense,Lunch with colleagues,dining,debit,1722.49,csv,ZAR,2024-08-26,2024-08-26,2024-08-26,settlement,settled,,reducible,773.3,,[],ZAR,1722.49
event_11773,user_128,income,Payroll credit,salary,credit,55220,csv,ZAR,2024-09-15,2024-09-15,2024-09-15,settlement,settled,,fixed,,,[],ZAR,55220
event_11774,user_128,expense,Home association fee,housing,debit,5368,csv,ZAR,2024-09-02,2024-09-02,2024-09-02,settlement,settled,,fixed,,,[],ZAR,5368
event_11775,user_128,expense,Electricity and water bill,utilities,debit,3242.32,csv,ZAR,2024-09-05,2024-09-05,2024-09-05,settlement,settled,,fixed,,,[],ZAR,3242.32
event_11776,user_128,expense,Vehicle insurance premium,insurance,debit,2149.4,csv,ZAR,2024-09-06,2024-09-06,2024-09-06,settlement,settled,,fixed,,,[],ZAR,2149.4
event_11777,user_128,expense,Course tuition,education,debit,2908.4,csv,ZAR,2024-09-07,2024-09-07,2024-09-07,settlement,settled,,fixed,,,[],ZAR,2908.4
event_11778,user_128,expense,Therapy appointment,healthcare,debit,3123.14,csv,ZAR,2024-09-09,2024-09-09,2024-09-09,settlement,settled,,fixed,,,[],ZAR,3123.14
event_11779,user_128,expense,Cinema and events,entertainment,debit,2225.88,csv,ZAR,2024-09-13,2024-09-13,2024-09-13,settlement,settled,,reducible,1058.2,,[],ZAR,2225.88
event_11780,user_128,subscription,Cloud storage plan,cloud_storage,debit,445.5,csv,ZAR,2024-09-11,2024-09-11,2024-09-11,settlement,settled,,stoppable,,,[],ZAR,445.5
event_11781,user_128,income,Payroll credit,salary,credit,55220,csv,ZAR,2024-10-15,2024-10-15,2024-10-15,settlement,settled,,fixed,,,[],ZAR,55220
event_11782,user_128,expense,Home association fee,housing,debit,5368,csv,ZAR,2024-10-02,2024-10-02,2024-10-02,settlement,settled,,fixed,,,[],ZAR,5368
event_11783,user_128,expense,Electricity and water bill,utilities,debit,3741.77,csv,ZAR,2024-10-05,2024-10-05,2024-10-05,settlement,settled,,fixed,,,[],ZAR,3741.77
event_11784,user_128,expense,Vehicle insurance premium,insurance,debit,2149.4,csv,ZAR,2024-10-06,2024-10-06,2024-10-06,settlement,settled,,fixed,,,[],ZAR,2149.4
event_11785,user_128,expense,Course tuition,education,debit,2908.4,csv,ZAR,2024-10-07,2024-10-07,2024-10-07,settlement,settled,,fixed,,,[],ZAR,2908.4
event_11786,user_128,expense,Therapy appointment,healthcare,debit,2827.33,csv,ZAR,2024-10-09,2024-10-09,2024-10-09,settlement,settled,,fixed,,,[],ZAR,2827.33
event_11787,user_128,expense,Cinema and events,entertainment,debit,2289.12,csv,ZAR,2024-10-13,2024-10-13,2024-10-13,settlement,settled,,reducible,1058.2,,[],ZAR,2289.12
event_11788,user_128,subscription,Cloud storage plan,cloud_storage,debit,445.5,csv,ZAR,2024-10-11,2024-10-11,2024-10-11,settlement,settled,,stoppable,,,[],ZAR,445.5
event_11789,user_128,income,Payroll credit,salary,credit,55220,csv,ZAR,2024-11-15,2024-11-15,2024-11-15,settlement,settled,,fixed,,,[],ZAR,55220
event_11790,user_128,income,Quarterly performance bonus,salary,credit,32784.82,csv,ZAR,2024-11-22,2024-11-22,2024-11-22,settlement,settled,,fixed,,,[],ZAR,32784.82
event_11791,user_128,expense,Home association fee,housing,debit,5368,csv,ZAR,2024-11-02,2024-11-02,2024-11-02,settlement,settled,,fixed,,,[],ZAR,5368
event_11792,user_128,expense,Electricity and water bill,utilities,debit,3778.07,csv,ZAR,2024-11-05,2024-11-05,2024-11-05,settlement,settled,,fixed,,,[],ZAR,3778.07
event_11793,user_128,expense,Vehicle insurance premium,insurance,debit,2149.4,csv,ZAR,2024-11-06,2024-11-06,2024-11-06,settlement,settled,,fixed,,,[],ZAR,2149.4
event_11794,user_128,expense,Course tuition,education,debit,2908.4,csv,ZAR,2024-11-07,2024-11-07,2024-11-07,settlement,settled,,fixed,,,[],ZAR,2908.4
event_11795,user_128,expense,Therapy appointment,healthcare,debit,3015.15,csv,ZAR,2024-11-09,2024-11-09,2024-11-09,settlement,settled,,fixed,,,[],ZAR,3015.15
event_11796,user_128,expense,Cinema and events,entertainment,debit,2282.9,csv,ZAR,2024-11-13,2024-11-13,2024-11-13,settlement,settled,,reducible,1058.2,,[],ZAR,2282.9
event_11797,user_128,subscription,Cloud storage plan,cloud_storage,debit,445.5,csv,ZAR,2024-11-11,2024-11-11,2024-11-11,settlement,settled,,stoppable,,,[],ZAR,445.5
event_11798,user_128,income,Payroll credit,salary,credit,55220,csv,ZAR,2024-12-15,2024-12-15,2024-12-15,settlement,settled,,fixed,,,[],ZAR,55220
event_11799,user_128,expense,Home association fee,housing,debit,5368,csv,ZAR,2024-12-02,2024-12-02,2024-12-02,settlement,settled,,fixed,,,[],ZAR,5368
event_11800,user_128,expense,Electricity and water bill,utilities,debit,3172.93,csv,ZAR,2024-12-05,2024-12-05,2024-12-05,settlement,settled,,fixed,,,[],ZAR,3172.93
event_11801,user_128,expense,Vehicle insurance premium,insurance,debit,2149.4,csv,ZAR,2024-12-06,2024-12-06,2024-12-06,settlement,settled,,fixed,,,[],ZAR,2149.4
event_11802,user_128,expense,Course tuition,education,debit,2908.4,csv,ZAR,2024-12-07,2024-12-07,2024-12-07,settlement,settled,,fixed,,,[],ZAR,2908.4
event_11803,user_128,expense,Therapy appointment,healthcare,debit,2972.92,csv,ZAR,2024-12-09,2024-12-09,2024-12-09,settlement,settled,,fixed,,,[],ZAR,2972.92
event_11804,user_128,expense,Cinema and events,entertainment,debit,2015.19,csv,ZAR,2024-12-13,2024-12-13,2024-12-13,settlement,settled,,reducible,1058.2,,[],ZAR,2015.19
event_11805,user_128,subscription,Cloud storage plan,cloud_storage,debit,445.5,csv,ZAR,2024-12-11,2024-12-11,2024-12-11,settlement,settled,,stoppable,,,[],ZAR,445.5
event_11806,user_128,income,Payroll credit,salary,credit,55220,csv,ZAR,2025-01-15,2025-01-15,2025-01-15,settlement,settled,,fixed,,,[],ZAR,55220
event_11807,user_128,expense,Home association fee,housing,debit,5368,csv,ZAR,2025-01-02,2025-01-02,2025-01-02,settlement,settled,,fixed,,,[],ZAR,5368
event_11808,user_128,expense,Electricity and water bill,utilities,debit,3097.05,csv,ZAR,2025-01-05,2025-01-05,2025-01-05,settlement,settled,,fixed,,,[],ZAR,3097.05
event_11809,user_128,expense,Vehicle insurance premium,insurance,debit,2149.4,csv,ZAR,2025-01-06,2025-01-06,2025-01-06,settlement,settled,,fixed,,,[],ZAR,2149.4
event_11810,user_128,expense,Course tuition,education,debit,2908.4,csv,ZAR,2025-01-07,2025-01-07,2025-01-07,settlement,settled,,fixed,,,[],ZAR,2908.4
event_11811,user_128,expense,Therapy appointment,healthcare,debit,3423.06,csv,ZAR,2025-01-09,2025-01-09,2025-01-09,settlement,settled,,fixed,,,[],ZAR,3423.06
event_11812,user_128,expense,Cinema and events,entertainment,debit,2091.93,csv,ZAR,2025-01-13,2025-01-13,2025-01-13,settlement,settled,,reducible,1058.2,,[],ZAR,2091.93
event_11813,user_128,subscription,Cloud storage plan,cloud_storage,debit,445.5,csv,ZAR,2025-01-11,2025-01-11,2025-01-11,settlement,settled,,stoppable,,,[],ZAR,445.5
event_11814,user_128,expense,Home association fee,housing,debit,5368,csv,ZAR,2025-02-02,2025-02-02,2025-02-02,settlement,settled,,fixed,,,[],ZAR,5368
event_11815,user_128,expense,Electricity and water bill,utilities,debit,3087.56,csv,ZAR,2025-02-05,2025-02-05,2025-02-05,settlement,settled,,fixed,,,[],ZAR,3087.56
event_11816,user_128,expense,Vehicle insurance premium,insurance,debit,2149.4,csv,ZAR,2025-02-06,2025-02-06,2025-02-06,settlement,settled,,fixed,,,[],ZAR,2149.4
event_11817,user_128,expense,Supermarket basket,groceries,debit,1538.64,csv,ZAR,2024-08-13,2024-08-13,2024-08-13,settlement,settled,,fixed,,,[],ZAR,1538.64
event_11818,user_128,expense,Supermarket basket,groceries,debit,1824.92,csv,ZAR,2024-08-23,2024-08-23,2024-08-23,settlement,settled,,fixed,,,[],ZAR,1824.92
event_11819,user_128,expense,Household groceries,groceries,debit,1716.59,csv,ZAR,2024-09-02,2024-09-02,2024-09-02,settlement,settled,,fixed,,,[],ZAR,1716.59
event_11820,user_128,expense,Bulk pantry shop,groceries,debit,1487.84,csv,ZAR,2024-09-12,2024-09-12,2024-09-12,settlement,settled,,fixed,,,[],ZAR,1487.84
event_11821,user_128,expense,Household groceries,groceries,debit,2512.64,csv,ZAR,2024-09-22,2024-09-22,2024-09-22,settlement,settled,,fixed,,,[],ZAR,2512.64
event_11822,user_128,expense,Weekly produce market,groceries,debit,1557.83,csv,ZAR,2024-10-02,2024-10-02,2024-10-02,settlement,settled,,fixed,,,[],ZAR,1557.83
event_11823,user_128,expense,Grocery delivery,groceries,debit,2027.82,csv,ZAR,2024-10-12,2024-10-12,2024-10-12,settlement,settled,,fixed,,,[],ZAR,2027.82
event_11824,user_128,expense,Fresh food shop,groceries,debit,1778.4,csv,ZAR,2024-10-22,2024-10-22,2024-10-22,settlement,settled,,fixed,,,[],ZAR,1778.4
event_11825,user_128,expense,Household groceries,groceries,debit,1678.15,csv,ZAR,2024-11-01,2024-11-01,2024-11-01,settlement,settled,,fixed,,,[],ZAR,1678.15
event_11826,user_128,expense,Neighbourhood grocer,groceries,debit,2237.88,csv,ZAR,2024-11-11,2024-11-11,2024-11-11,settlement,settled,,fixed,,,[],ZAR,2237.88
event_11827,user_128,expense,Fresh food shop,groceries,debit,1775.34,csv,ZAR,2024-11-21,2024-11-21,2024-11-21,settlement,settled,,fixed,,,[],ZAR,1775.34
event_11828,user_128,expense,Weekly produce market,groceries,debit,1691.42,csv,ZAR,2024-12-01,2024-12-01,2024-12-01,settlement,settled,,fixed,,,[],ZAR,1691.42
event_11829,user_128,expense,Household groceries,groceries,debit,1649.72,csv,ZAR,2024-12-11,2024-12-11,2024-12-11,settlement,settled,,fixed,,,[],ZAR,1649.72
event_11830,user_128,expense,Local market purchase,groceries,debit,2573.06,csv,ZAR,2024-12-21,2024-12-21,2024-12-21,settlement,settled,,fixed,,,[],ZAR,2573.06
event_11831,user_128,expense,Household groceries,groceries,debit,2122.76,csv,ZAR,2024-12-31,2024-12-31,2024-12-31,settlement,settled,,fixed,,,[],ZAR,2122.76
event_11832,user_128,expense,Local market purchase,groceries,debit,2394.73,csv,ZAR,2025-01-10,2025-01-10,2025-01-10,settlement,settled,,fixed,,,[],ZAR,2394.73
event_11833,user_128,expense,Supermarket basket,groceries,debit,1576.88,csv,ZAR,2025-01-20,2025-01-20,2025-01-20,settlement,settled,,fixed,,,[],ZAR,1576.88
event_11834,user_128,expense,Neighbourhood grocer,groceries,debit,1710.7,csv,ZAR,2025-01-30,2025-01-30,2025-01-30,settlement,settled,,fixed,,,[],ZAR,1710.7
event_11835,user_128,expense,Fuel refill,transport,debit,1209.64,csv,ZAR,2024-08-14,2024-08-14,2024-08-14,settlement,settled,,fixed,,,[],ZAR,1209.64
event_11836,user_128,expense,Local taxi,transport,debit,1110.81,csv,ZAR,2024-08-28,2024-08-28,2024-08-28,settlement,settled,,fixed,,,[],ZAR,1110.81
event_11837,user_128,expense,Vehicle charging,transport,debit,798.02,csv,ZAR,2024-09-11,2024-09-11,2024-09-11,settlement,settled,,fixed,,,[],ZAR,798.02
event_11838,user_128,expense,Vehicle charging,transport,debit,1012.63,csv,ZAR,2024-09-25,2024-09-25,2024-09-25,settlement,settled,,fixed,,,[],ZAR,1012.63
event_11839,user_128,expense,Parking and tolls,transport,debit,1171.04,csv,ZAR,2024-10-09,2024-10-09,2024-10-09,settlement,settled,,fixed,,,[],ZAR,1171.04
event_11840,user_128,expense,Rail pass,transport,debit,1006.73,csv,ZAR,2024-10-23,2024-10-23,2024-10-23,settlement,settled,,fixed,,,[],ZAR,1006.73
event_11841,user_128,expense,Fuel refill,transport,debit,992.96,csv,ZAR,2024-11-06,2024-11-06,2024-11-06,settlement,settled,,fixed,,,[],ZAR,992.96
event_11842,user_128,expense,Parking and tolls,transport,debit,1237.04,csv,ZAR,2024-11-20,2024-11-20,2024-11-20,settlement,settled,,fixed,,,[],ZAR,1237.04
event_11843,user_128,expense,Parking and tolls,transport,debit,1032.42,csv,ZAR,2024-12-04,2024-12-04,2024-12-04,settlement,settled,,fixed,,,[],ZAR,1032.42
event_11844,user_128,expense,Parking and tolls,transport,debit,1076.01,csv,ZAR,2024-12-18,2024-12-18,2024-12-18,settlement,settled,,fixed,,,[],ZAR,1076.01
event_11845,user_128,expense,Metro and bus fares,transport,debit,961.2,csv,ZAR,2025-01-01,2025-01-01,2025-01-01,settlement,settled,,fixed,,,[],ZAR,961.2
event_11846,user_128,expense,Metro and bus fares,transport,debit,1341.18,csv,ZAR,2025-01-15,2025-01-15,2025-01-15,settlement,settled,,fixed,,,[],ZAR,1341.18
event_11847,user_128,expense,Rail pass,transport,debit,858.2,csv,ZAR,2025-01-29,2025-01-29,2025-01-29,settlement,settled,,fixed,,,[],ZAR,858.2
event_11848,user_128,expense,Bakery and snacks,dining,debit,1634.76,csv,ZAR,2024-08-15,2024-08-15,2024-08-15,settlement,settled,,reducible,1100,,[],ZAR,1634.76
event_11849,user_128,expense,Lunch with colleagues,dining,debit,1779.54,csv,ZAR,2024-09-05,2024-09-05,2024-09-05,settlement,settled,,reducible,1100,,[],ZAR,1779.54
event_11850,user_128,expense,Family dinner,dining,debit,1607.21,csv,ZAR,2024-09-26,2024-09-26,2024-09-26,settlement,settled,,reducible,1100,,[],ZAR,1607.21
event_11851,user_128,expense,Quick-service meal,dining,debit,2655.11,csv,ZAR,2024-10-17,2024-10-17,2024-10-17,settlement,settled,,reducible,1100,,[],ZAR,2655.11
event_11852,user_128,expense,Coffee shop,dining,debit,2091.3,csv,ZAR,2024-11-07,2024-11-07,2024-11-07,settlement,settled,,reducible,1100,,[],ZAR,2091.3
event_11853,user_128,expense,Family dinner,dining,debit,2049.08,csv,ZAR,2024-11-28,2024-11-28,2024-11-28,settlement,settled,,reducible,1100,,[],ZAR,2049.08
event_11854,user_128,expense,Takeaway order,dining,debit,2001.68,csv,ZAR,2024-12-19,2024-12-19,2024-12-19,settlement,settled,,reducible,1100,,[],ZAR,2001.68
event_11855,user_128,expense,Coffee shop,dining,debit,2152.13,csv,ZAR,2025-01-09,2025-01-09,2025-01-09,settlement,settled,,reducible,1100,,[],ZAR,2152.13
event_11856,user_128,expense,Family dinner,dining,debit,2295.53,csv,ZAR,2025-01-30,2025-01-30,2025-01-30,settlement,settled,,reducible,1100,,[],ZAR,2295.53
event_11857,user_129,income,Payroll credit,salary,credit,1020,csv,USD,2025-11-15,2025-11-15,2025-11-15,settlement,settled,,fixed,,,[],USD,1020
event_11858,user_129,expense,Apartment rent transfer,rent,debit,300,csv,USD,2025-11-02,2025-11-02,2025-11-02,settlement,settled,,fixed,,,[],USD,300
event_11859,user_129,expense,Energy provider bill,utilities,debit,57.43,csv,USD,2025-11-06,2025-11-06,2025-11-06,settlement,settled,,fixed,,,[],USD,57.43
event_11860,user_129,subscription,Cloud storage plan,cloud_storage,debit,3,csv,USD,2025-11-12,2025-11-12,2025-11-12,settlement,settled,,stoppable,,,[],USD,3
event_11861,user_129,subscription,Family streaming plan,streaming,debit,27,csv,USD,2025-11-09,2025-11-09,2025-11-09,settlement,settled,,stoppable,,,[],USD,27
event_11862,user_129,expense,Personal shopping,shopping,debit,45.43,csv,USD,2025-11-12,2025-11-12,2025-11-12,settlement,settled,,fixed,,,[],USD,45.43
event_11863,user_129,income,Payroll credit,salary,credit,1020,csv,USD,2025-12-15,2025-12-15,2025-12-15,settlement,settled,,fixed,,,[],USD,1020
event_11864,user_129,expense,Apartment rent transfer,rent,debit,300,csv,USD,2025-12-02,2025-12-02,2025-12-02,settlement,settled,,fixed,,,[],USD,300
event_11865,user_129,expense,Energy provider bill,utilities,debit,52.75,csv,USD,2025-12-06,2025-12-06,2025-12-06,settlement,settled,,fixed,,,[],USD,52.75
event_11866,user_129,subscription,Cloud storage plan,cloud_storage,debit,3,csv,USD,2025-12-12,2025-12-12,2025-12-12,settlement,settled,,stoppable,,,[],USD,3
event_11867,user_129,subscription,Family streaming plan,streaming,debit,27,csv,USD,2025-12-09,2025-12-09,2025-12-09,settlement,settled,,stoppable,,,[],USD,27
event_11868,user_129,expense,Personal shopping,shopping,debit,46.24,csv,USD,2025-12-12,2025-12-12,2025-12-12,settlement,settled,,fixed,,,[],USD,46.24
event_11869,user_129,income,Payroll credit,salary,credit,1020,csv,USD,2026-01-15,2026-01-15,2026-01-15,settlement,settled,,fixed,,,[],USD,1020
event_11870,user_129,expense,Apartment rent transfer,rent,debit,300,csv,USD,2026-01-02,2026-01-02,2026-01-02,settlement,settled,,fixed,,,[],USD,300
event_11871,user_129,expense,Energy provider bill,utilities,debit,52.01,csv,USD,2026-01-06,2026-01-06,2026-01-06,settlement,settled,,fixed,,,[],USD,52.01
event_11872,user_129,subscription,Cloud storage plan,cloud_storage,debit,3,csv,USD,2026-01-12,2026-01-12,2026-01-12,settlement,settled,,stoppable,,,[],USD,3
